award_id,tender_id,project_name,contractor,contract_amount,contract_date,participants_count,prefecture,municipality,use_type,floor_area_m2,bid_method,evaluation_score,price_score
AWD-2024-01585,TND-2024-01585,【関東地方整備局、荒川下流河川事務所】Ｒ６荒川下流資料等管理業務,日本レコードマネジメント株式会社,11500000,2024-04-26,2,長野県,中央地区,施設,100,一般競争入札,,
AWD-2024-01586,TND-2024-01586,Ｒ６万代クロッシング昇降設備点検整備業務,アクア株式会社,4968000,2024-04-01,16,富山県,市街地,施設,100,指名競争入札,,
AWD-2024-01587,TND-2024-01587,防衛施設建設情報管理システム改修業務,川田テクノシステム株式会社,19000000,2025-01-22,10,埼玉県,さいたま市,施設,100,一般競争入札,,
AWD-2024-01588,TND-2024-01588,令和６年度　下水道事業情報に関するGISデータ整理・整備業務,戸田建設株式会社,13000000,2025-01-07,22,大阪府,中央区,施設,100,総合評価方式,61.0,78.3
AWD-2024-01589,TND-2024-01589,定山渓ダム気象観測機器購入外（豊平川ダム統合管理事務所）,東洋建設株式会社,3850000,2024-12-04,5,福岡県,北九州市,施設,100,総合評価方式,81.9,59.9
AWD-2024-01590,TND-2024-01590,令和6年度ドック施設外1件点検,株式会社ニッコウエンジニアリング,3750000,2024-04-01,13,東京都,大田区,施設,100,指名競争入札,,
AWD-2024-01591,TND-2024-01591,青森港津波観測点（仮称）施設整備工事設計業務委託,株式会社石川設計,1200000,2025-03-04,12,青森県,中央地区,施設,100,総合評価方式,76.7,71.9
AWD-2024-01592,TND-2024-01592,令和６年度　港湾情報処理システム運用管理業務,ｇｒｏｘｉ株式会社,28400000,2024-04-01,14,埼玉県,所沢市,施設,100,一般競争入札,,
AWD-2024-01593,TND-2024-01593,レーダービーコン装置用空中線ケーブルほか４点買入（整備）,セナーアンドバーンズ株式会社,3181500,2024-04-01,16,千葉県,千葉市中央区,施設,100,総合評価方式,63.6,79.6
AWD-2024-01594,TND-2024-01594,【棚倉森林管理署】物件番号1　奥久慈地区車両系建設機械チャーター単価契約（第２回）,奥久慈林業協同組合,4499000,2024-08-28,12,福岡県,西区,施設,100,総合評価方式,72.2,70.8
AWD-2024-01595,TND-2024-01595,三陸北部森林管理署　第１号　建設機械等チャーター単価契約（岩泉地区３回目）,竹中工務店株式会社,2075400,2024-10-11,25,大阪府,天王寺区,施設,100,指名競争入札,,
AWD-2024-01596,TND-2024-01596,令和７年度放射線健康管理・健康不安対策事業（福島県外における放射線に係る健康影響等に関するリスクコミュニケーション事業）委託業務,日本エヌ・ユー・エス株式会社,37000000,2025-03-24,16,福島県,郊外地区,施設,109,一般競争入札,,
AWD-2024-01597,TND-2024-01597,第1号 米代東部森林管理署　製品生産及び森林環境保全整備事業（綴子沢外１国有林・鷹巣),有限会社阿部林業,118000000,2024-04-24,23,福井県,北部地区,施設,321,総合評価方式,79.6,83.4
AWD-2024-01598,TND-2024-01598,令和７年度キャリアコンサルタント講習受講環境整備事業,鹿島建設株式会社,29112400,2025-02-25,24,埼玉県,所沢市,施設,100,指名競争入札,,
AWD-2024-01599,TND-2024-01599,令和６年度環境負荷軽減型持続的生産支援情報管理システム改修・運用・保守業務,株式会社ユー・エス・イー,27350000,2024-04-04,3,大阪府,西区,施設,100,総合評価方式,67.3,88.7
AWD-2024-01600,TND-2024-01600,Ｒ６長岡国道電気通信施設保守業務,インテクス株式会社,144000000,2024-04-01,2,大阪府,浪速区,施設,299,随意契約,,
AWD-2024-01601,TND-2024-01601,【安芸森林管理署】　森林環境保全整備事業（朝日出山2201保育間伐【活用型】）翌債,有限会社小松林材,59850000,2024-12-18,6,青森県,北部地区,保育園,134,一般競争入札,,
AWD-2024-01602,TND-2024-01602,【熊本南部森林管理署】造林事業（下刈作業）請負,鉄建建設株式会社,25450000,2024-05-16,5,熊本県,南部地区,施設,100,指名競争入札,,
AWD-2024-01603,TND-2024-01603,令和6年度仙台第4合同庁舎入退館管理システム保守点検業務請負契約,ＮＴＴドコモビジネス株式会社,4520000,2024-04-01,8,群馬県,南部地区,庁舎,100,一般競争入札,,
AWD-2024-01604,TND-2024-01604,最上川中流ゲート設備点検整備業務,東北電機鉄工株式会社,16480000,2024-04-01,22,兵庫県,西部地区,施設,100,一般競争入札,,
AWD-2024-01605,TND-2024-01605,令和７年度旭川法務総合庁舎清掃業務請負契約,安藤・間株式会社,2496000,2025-03-05,23,神奈川県,横浜市南区,庁舎,100,総合評価方式,91.4,63.7
AWD-2024-01606,TND-2024-01606,帯広第2地方合同庁舎構内除排雪等業務単価契約,合同会社アサマ,3377500,2024-11-18,25,秋田県,西部地区,庁舎,100,一般競争入札,,
AWD-2024-01607,TND-2024-01607,【関東地方整備局、本局】図書（令和６年版　公共建築設備数量積算基準・同解説１３冊ほか）購入,全国官報販売協同組合,889700,2024-11-19,20,神奈川県,横浜市南区,図書館,100,一般競争入札,,
AWD-2024-01608,TND-2024-01608,６年度日高北部署【幌尻地区】保全整備（保育間伐）第２号,株式会社イワクラ,58000000,2024-06-24,10,大阪府,城東区,保育園,200,随意契約,,
AWD-2024-01609,TND-2024-01609,５０１０２　車両管理業務（根室道路事務所外）（単価契約）,株式会社セノン,41280000,2024-04-01,23,滋賀県,東部地区,道路,725,総合評価方式,85.6,54.3
AWD-2024-01610,TND-2024-01610,十勝ダム及び札内川ダム管理支所重油購入（単価契約）,三洋興熱株式会社,4676800,2024-09-18,23,埼玉県,上尾市,施設,100,指名競争入札,,
AWD-2024-01611,TND-2024-01611,エレベータ設備保守点検業務（第４グループ）,熊谷組株式会社,1141200,2025-03-13,10,大阪府,東淀川区,施設,100,一般競争入札,,
AWD-2024-01612,TND-2024-01612,令和６年度出雲河川事務所管内水面清掃船外点検整備,有限会社大新,13100000,2024-04-01,2,石川県,郊外地区,施設,100,随意契約,,
AWD-2024-01613,TND-2024-01613,令和７年度就業環境整備・改善支援事業,鹿島建設株式会社,315000000,2025-02-21,22,埼玉県,上尾市,施設,1048,指名競争入札,,
AWD-2024-01614,TND-2024-01614,花巻空港対空通信設備更新その他工事外２件工事,株式会社古川電子サービス,13000000,2024-09-27,9,埼玉県,上尾市,施設,100,総合評価方式,66.4,85.3
AWD-2024-01615,TND-2024-01615,仙台家簡裁庁舎改修工事,大林組株式会社,47500000,2024-07-19,5,岐阜県,北部地区,庁舎,153,一般競争入札,,
AWD-2024-01616,TND-2024-01616,令和６年度黒部河川事務所庁舎外壁修繕,熊谷組株式会社,8888000,2024-09-11,18,愛知県,南区,庁舎,100,一般競争入札,,
AWD-2024-01617,TND-2024-01617,【近畿経済産業局】令和６年度オープンファクトリー実施事業者における知的財産権の適切なリスク管理に関する調査事業,株式会社ダン計画研究所,1950000,2024-07-24,24,山梨県,郊外地区,施設,100,随意契約,,
AWD-2024-01618,TND-2024-01618,国土交通本省車両点検整備等業務（単価契約）,戸倉自動車工業株式会社,5506084,2024-04-01,5,神奈川県,横浜市南区,施設,100,指名競争入札,,
AWD-2024-01619,TND-2024-01619,一宮法務合同庁舎ほか３庁舎の樹木せん定及び除草業務請負契約,株式会社三忠見造園,850000,2025-03-11,24,大阪府,浪速区,庁舎,100,指名競争入札,,
AWD-2024-01620,TND-2024-01620,稚内空港ＶＯＲ／ＤＭＥ局舎受配電設備製造据付外１件実施設計,株式会社総合設備コンサルタント,4500000,2025-02-21,19,青森県,市街地,施設,100,指名競争入札,,
AWD-2024-01621,TND-2024-01621,6年度根釧西部署【阿寒・標茶・弟子屈地区】保全整備造林第４号,株式会社北都,81000000,2025-02-21,7,大阪府,生野区,施設,214,随意契約,,
AWD-2024-01622,TND-2024-01622,三陸管内ジェットファン点検整備,株式会社日立インダストリアルプロダクツ,14800000,2024-06-20,23,千葉県,船橋市,施設,100,総合評価方式,74.3,97.9
AWD-2024-01623,TND-2024-01623,第3号　山形森林管理署最上支署　建設機械等チャーター単価契約（向町地区）,錢高組株式会社,2096000,2024-04-19,4,山形県,市街地,施設,100,総合評価方式,79.1,87.9
AWD-2024-01624,TND-2024-01624,維持・除雪用機械整備状況確認単価契約（滝川道路事務所）,鹿島建設株式会社,2108761,2024-04-10,19,大阪府,天王寺区,道路,100,指名競争入札,,
AWD-2024-01625,TND-2024-01625,【関東地方整備局、霞ヶ浦導水工事事務所】Ｒ６霞ヶ浦導水水文水質観測所保守点検等業務,株式会社ツージー,15200000,2024-04-01,2,高知県,市街地,施設,100,指名競争入札,,
AWD-2024-01626,TND-2024-01626,【嶺北森林管理署】物件番号２奥南川林道支線外5路線除草業務,石川産業有限会社,2070000,2024-09-09,15,神奈川県,川崎市中原区,施設,100,随意契約,,
AWD-2024-01627,TND-2024-01627,令和６年度広島国道事務所庁舎・宿舎建築設備点検,株式会社デザインサーベイ,550000,2024-09-13,4,広島県,西部地区,庁舎,100,随意契約,,
AWD-2024-01628,TND-2024-01628,令和７年度阿寒摩周国立公園川湯及び和琴集団施設地区内施設維持管理等業務,一般財団法人自然公園財団,7300000,2025-03-12,4,愛知県,港区,施設,100,総合評価方式,90.7,69.8
AWD-2024-01629,TND-2024-01629,令和6年度　山鳥坂ダム工事事務所受変電設備修繕,新玉電気工事株式会社,7790000,2024-09-25,17,大阪府,中央区,施設,100,指名競争入札,,
AWD-2024-01630,TND-2024-01630,網走開発建設部管内　サロマ湖漁港外航空写真撮影,東洋建設株式会社,3200000,2024-10-17,25,群馬県,郊外地区,施設,100,随意契約,,
AWD-2024-01631,TND-2024-01631,米代西部森林管理署　第２号　建設機械等チャーター単価契約（男鹿・潟上・南秋田地区１回目）,熊谷組株式会社,1890500,2024-05-10,23,秋田県,市街地,施設,100,随意契約,,
AWD-2024-01632,TND-2024-01632,令和７年度　自動車保守管理委託業務（区分２）,トヨタカローラ香川株式会社,6648854,2025-03-10,4,愛知県,西区,施設,100,随意契約,,
AWD-2024-01633,TND-2024-01633,令和６年度　中央防災無線網衛星電話設備設計業務,日本工営エナジーソリューションズ株式会社,28000000,2024-08-05,20,千葉県,千葉市花見川区,施設,100,総合評価方式,72.0,76.2
AWD-2024-01634,TND-2024-01634,食品安全委員会庁舎移転プロジェクトマネジメント・実施設計等調査業務,三機工業株式会社,20415000,2024-06-25,3,埼玉県,川越市,庁舎,100,随意契約,,
AWD-2024-01635,TND-2024-01635,庄内森林管理署　第１号　建設機械等チャーター単価契約（酒田地区）,熊谷組株式会社,1328000,2024-05-10,25,大阪府,西区,施設,100,随意契約,,
AWD-2024-01636,TND-2024-01636,大津公共職業安定所高島出張所男女トイレ洋式化改修工事,奥村組株式会社,9880000,2024-11-07,21,福岡県,東区,施設,100,指名競争入札,,
AWD-2024-01637,TND-2024-01637,第３９回管理栄養士国家試験問題等の輸送及び答案用紙の回収業務,日本通運株式会社,2150000,2024-11-22,9,愛知県,熱田区,施設,100,総合評価方式,82.3,98.8
AWD-2024-01638,TND-2024-01638,西嶽国有林外　管理請負事業（防火線刈払）,株式会社弘法林業,775710,2024-11-05,4,宮崎県,東部地区,施設,100,総合評価方式,98.7,93.9
AWD-2024-01639,TND-2024-01639,【四国森林管理局】令和６年度第２回物品一括調達　物件番号６号 合羽類,戸田建設株式会社,2412000,2024-12-17,25,神奈川県,相模原市,施設,100,総合評価方式,97.2,51.6
AWD-2024-01640,TND-2024-01640,自家用電気工作物の保安管理業務（補給、部分）,一般財団法人中部電気保安協会,2104800,2025-02-26,9,東京都,品川区,施設,100,一般競争入札,,
AWD-2024-01641,TND-2024-01641,維持・除雪用機械整備状況確認単価契約（千歳道路事務所）,夏花エージェント株式会社,1945198,2024-04-10,13,千葉県,柏市,道路,100,一般競争入札,,
AWD-2024-01642,TND-2024-01642,遠賀川河川事務所管内庁舎浸水対策図面作成,飛島建設株式会社,2600000,2024-08-06,7,愛知県,南区,庁舎,100,総合評価方式,72.3,85.6
AWD-2024-01643,TND-2024-01643,【関東地方整備局、霞ヶ浦河川事務所】Ｒ６霞ヶ浦電気通信設備運転監視保守業務,株式会社ケーネス,45900000,2024-04-01,8,長野県,市街地,施設,168,総合評価方式,70.4,46.1
AWD-2024-01644,TND-2024-01644,令和６－７年度　山鳥坂ダム工事事務所受変電設備修繕,新玉電気工事株式会社,8390000,2025-02-26,2,徳島県,東部地区,施設,100,総合評価方式,87.7,97.7
AWD-2024-01645,TND-2024-01645,宮崎地家裁管内庁舎冷暖房設備保守等業務,有限会社熊南空調システム,5400000,2025-01-29,5,宮崎県,西部地区,庁舎,100,随意契約,,
AWD-2024-01646,TND-2024-01646,文部科学省省庁別宿舎（三鷹深大寺宿舎・千間台宿舎）管理業務　一式,株式会社Ａｓｓｉｓｔ,2040000,2025-02-04,8,神奈川県,横浜市中区,住宅,100,随意契約,,
AWD-2024-01647,TND-2024-01647,令和７年度名古屋高裁金沢支部・金沢地家簡裁庁舎等植栽管理業務,武田商事株式会社,1606200,2025-02-06,15,千葉県,船橋市,庁舎,100,一般競争入札,,
AWD-2024-01648,TND-2024-01648,令和７年度水鳥救護研修センター施設維持業務,セコム株式会社,1771200,2025-03-18,11,埼玉県,所沢市,公民館,100,総合評価方式,95.1,43.9
AWD-2024-01649,TND-2024-01649,広島維持出張所外で使用する電気,中部電力ミライズ株式会社,2718649,2024-08-08,2,広島県,郊外地区,施設,100,一般競争入札,,
AWD-2024-01650,TND-2024-01650,令和７年度沖縄法務合同庁舎総合管理業務請負契約,熊谷組株式会社,3020000,2025-01-30,4,沖縄県,市街地,庁舎,100,一般競争入札,,
AWD-2024-01651,TND-2024-01651,【関東地方整備局、長野国道事務所】Ｒ６長野国道管内電気通信設備保守業務,エフコム株式会社,118500000,2024-04-01,4,長野県,西部地区,施設,377,指名競争入札,,
AWD-2024-01652,TND-2024-01652,【関東森林管理局高尾森林ふれあい推進センター】高尾森林ふれあい推進センター庁舎他１清掃業務,鉄建建設株式会社,1997000,2025-03-05,13,沖縄県,中央地区,庁舎,100,指名競争入札,,
AWD-2024-01653,TND-2024-01653,令和７年度鹿沢インフォメーションセンター等管理運営業務,一般財団法人休暇村協会,6050000,2025-03-19,20,大阪府,浪速区,公民館,100,随意契約,,
AWD-2024-01654,TND-2024-01654,令和７年度九段合同庁舎植栽維持管理業務　一式,東洋建設株式会社,947500,2025-03-03,3,愛知県,瑞穂区,庁舎,100,指名競争入札,,
AWD-2024-01655,TND-2024-01655,令和６年度 特定建築物等環境衛生管理業務（木曽下）,前田建設工業株式会社,1350000,2024-04-01,21,神奈川県,横浜市西区,施設,100,随意契約,,
AWD-2024-01656,TND-2024-01656,飯田高羽合同庁舎空調設備保守点検業務,戸田建設株式会社,2300000,2025-03-10,18,大阪府,中央区,庁舎,100,総合評価方式,71.4,78.7
AWD-2024-01657,TND-2024-01657,巡視船えちぜんほか8隻通信設備換装等工事,株式会社舞鶴計器,5821000,2024-07-29,19,和歌山県,東部地区,施設,100,総合評価方式,79.3,72.4
AWD-2024-01658,TND-2024-01658,令和６年度我が国におけるデジタル社会の形成に向けた基盤整備のための調査事業（一般照明用蛍光灯の製造廃止に伴うLED照明への変更に関する周知広報事業）,株式会社エフ・クレスト,2436000,2025-01-15,15,京都府,北部地区,施設,100,一般競争入札,,
AWD-2024-01659,TND-2024-01659,仙台地方裁判所大河原支部庁舎外２庁舎で使用する電気の購入,東洋建設株式会社,3288800,2025-02-20,8,新潟県,南部地区,庁舎,100,一般競争入札,,
AWD-2024-01660,TND-2024-01660,月寒庁舎エアコン設置及び更新（札幌道路事務所）,株式会社フォルテ,1090900,2024-09-25,24,福井県,東部地区,庁舎,100,総合評価方式,81.2,87.3
AWD-2024-01661,TND-2024-01661,令和７年度桜ノ宮合同庁舎清掃等業務,近畿ビルテクノ株式会社,4996200,2025-03-05,11,神奈川県,川崎市中原区,庁舎,100,一般競争入札,,
AWD-2024-01662,TND-2024-01662,令和６年度原子力災害現地対策本部（福島県）車両運行管理業務,郡山中央交通株式会社,19540099,2024-04-05,16,福島県,西部地区,施設,100,随意契約,,
AWD-2024-01663,TND-2024-01663,高層気象台庁舎設備の運転・監視等,東亜建設工業株式会社,9468000,2024-04-01,25,宮城県,南部地区,庁舎,100,総合評価方式,99.1,84.2
AWD-2024-01664,TND-2024-01664,介護分野における人材確保のための雇用管理改善推進事業（香川県）,フジタ株式会社,6508517,2025-03-07,14,香川県,市街地,施設,100,一般競争入札,,
AWD-2024-01665,TND-2024-01665,警察庁省庁別宿舎管理業務委託,株式会社Ａｓｓｉｓｔ,6000000,2024-04-08,2,徳島県,郊外地区,住宅,100,一般競争入札,,
AWD-2024-01666,TND-2024-01666,山形第二地方合同庁舎冷暖房設備保守管理業務,菱建工業株式会社,920000,2025-03-05,4,山形県,市街地,庁舎,100,総合評価方式,97.3,83.3
AWD-2024-01667,TND-2024-01667,令和６年度　熊本管内トンネル換気設備点検整備,エスエスエンジニア株式会社,2700000,2024-04-01,13,熊本県,郊外地区,道路,100,随意契約,,
AWD-2024-01668,TND-2024-01668,合同庁舎空調機保守管理業務（種子島合同庁舎）,有限会社熊南空調システム,2800000,2025-03-13,3,千葉県,千葉市花見川区,庁舎,100,指名競争入札,,
AWD-2024-01669,TND-2024-01669,函館第２地方合同庁舎構内樹木等保守管理業務,株式会社田中潦風園,1220000,2025-03-14,24,大阪府,旭区,庁舎,100,指名競争入札,,
AWD-2024-01670,TND-2024-01670,令和6年度鉄道施設のデジタルサイネージ及び公共交通機関を利用した電波利用環境保護等に関する広告業務請負契約,三井住友建設株式会社,1840000,2024-11-07,13,東京都,品川区,施設,100,一般競争入札,,
AWD-2024-01671,TND-2024-01671,小松空港出張所ＣＩＱ庁舎共用トイレ改修工事,鈴木管工業株式会社,17700000,2024-10-24,6,埼玉県,所沢市,庁舎,100,一般競争入札,,
AWD-2024-01672,TND-2024-01672,図書館システムの保守,株式会社三省堂書店,1950000,2025-03-03,15,神奈川県,川崎市高津区,図書館,100,一般競争入札,,
AWD-2024-01673,TND-2024-01673,水素ガス容器耐圧検査及びカードル整備,株式会社雄山,2480000,2024-05-27,18,大阪府,東淀川区,施設,100,随意契約,,
AWD-2024-01674,TND-2024-01674,令和6年度佐世保合同庁舎で使用するガスの調達,西部瓦斯佐世保株式会社,4660048,2024-04-01,8,福井県,中央地区,庁舎,100,一般競争入札,,
AWD-2024-01675,TND-2024-01675,横浜税関本関庁舎他１ヶ所個別空調機更新等工事,株式会社玉川設備,181800000,2025-03-13,15,大阪府,東成区,庁舎,545,指名競争入札,,
AWD-2024-01676,TND-2024-01676,【福島森林管理署】令和7年度福島森林管理署揮発油等単価契約,清水建設株式会社,1560000,2025-03-11,16,福島県,東部地区,施設,100,指名競争入札,,
AWD-2024-01677,TND-2024-01677,令和７年度広島法務総合庁舎電話交換設備保守業務,熊谷組株式会社,1989000,2025-03-04,12,広島県,郊外地区,庁舎,100,指名競争入札,,
AWD-2024-01678,TND-2024-01678,車両管理業務（単価契約）（札幌道路事務所外）,株式会社セノン,46440000,2024-04-01,15,神奈川県,川崎市中原区,道路,1016,一般競争入札,,
AWD-2024-01679,TND-2024-01679,令和７・８・９年度大阪中之島合同庁舎警備業務一式,株式会社ライジングサンセキュリティーサービス,337000000,2025-02-13,7,大阪府,淀川区,庁舎,614,一般競争入札,,
AWD-2024-01680,TND-2024-01680,【下越森林管理署】土倉林道外8維持修繕業務,村上林業協同組合,2200000,2024-07-02,8,東京都,新宿区,施設,100,総合評価方式,74.4,83.9
AWD-2024-01681,TND-2024-01681,Ｒ６長岡国道除雪機械等整備単価契約（その９）,有限会社小出自動車工業,7070000,2024-05-13,6,京都府,北部地区,施設,100,随意契約,,
AWD-2024-01682,TND-2024-01682,令和７年度苫小牧港湾合同庁舎清掃業務委託契約,株式会社クリーン開発,2493000,2025-02-06,8,静岡県,郊外地区,庁舎,100,指名競争入札,,
AWD-2024-01683,TND-2024-01683,【山梨森林管理事務所】令和６年度諏訪森地区松くい虫防除（樹幹注入）請負事業,井筒屋化学産業株式会社,2007800,2024-11-25,4,山梨県,北部地区,施設,100,一般競争入札,,
AWD-2024-01684,TND-2024-01684,令和7年度　胆振東部森林管理署庁舎清掃業務請負契約,株式会社あすなろサッポロ,2008800,2025-03-12,4,京都府,北部地区,庁舎,100,総合評価方式,82.8,96.2
AWD-2024-01685,TND-2024-01685,技能検定受検者情報収集・管理システムの刷新に係る業務一式,株式会社ビッグツリーテクノロジー＆コンサルティング,192400000,2024-12-10,6,福岡県,東区,施設,540,一般競争入札,,
AWD-2024-01686,TND-2024-01686,令和７年度 仙台第２合同庁舎入退館管理システム保守役務,三井住友建設株式会社,2350000,2025-03-13,9,東京都,大田区,庁舎,100,指名競争入札,,
AWD-2024-01687,TND-2024-01687,【熊本南部森林管理署】大畑国有林森林整備事業(誘導伐：密着造林型)請負,協栄木材株式会社,66000000,2024-05-16,23,熊本県,市街地,施設,173,一般競争入札,,
AWD-2024-01688,TND-2024-01688,仙台SH183特別整備（SKID出張修理）,株式会社Ｊａｐａｎ　Ｇｅｎｅｒａｌ　Ａｖｉａｔｉｏｎ　Ｓｅｒｖｉｃｅ,2828900,2025-01-24,20,大阪府,東成区,施設,100,随意契約,,
AWD-2024-01689,TND-2024-01689,高松港湾合同庁舎　常駐警備,大和警備保障株式会社,2820000,2025-03-11,24,神奈川県,川崎市中原区,庁舎,100,総合評価方式,94.4,51.2
AWD-2024-01690,TND-2024-01690,東京国税局が管理する庁舎における維持管理・運営業務（区分１）,株式会社新東美装,11400000,2025-02-26,4,東京都,目黒区,庁舎,100,指名競争入札,,
AWD-2024-01691,TND-2024-01691,統合版工事契約管理システムの改修に係る設計・開発等業務,東芝デジタルソリューションズ株式会社,42000000,2025-03-25,11,長野県,南部地区,施設,112,随意契約,,
AWD-2024-01692,TND-2024-01692,第1号　山形森林管理署最上支署　建設機械等チャーター単価契約（南山林道）,東急建設株式会社,1748500,2024-06-11,20,山形県,郊外地区,施設,100,総合評価方式,91.0,44.5
AWD-2024-01693,TND-2024-01693,令和６年度根釧西部森林管理署収穫調査業務委託６号,東亜建設工業株式会社,8200000,2024-04-25,8,福岡県,博多区,施設,100,総合評価方式,64.2,80.6
AWD-2024-01694,TND-2024-01694,【嶺北森林管理署】物件番号１ 令和７年度カラーデジタル複合機保守契約,株式会社岡村文具,1620000,2025-03-13,20,栃木県,南部地区,施設,100,随意契約,,
AWD-2024-01695,TND-2024-01695,令和6年度福岡合同庁舎入退館管理システム保守管理業務,安藤・間株式会社,1558800,2024-04-01,18,福岡県,城南区,庁舎,100,指名競争入札,,
AWD-2024-01696,TND-2024-01696,令和7年度奈良森林管理事務所電子複写機保守業務,飛島建設株式会社,512700,2025-03-04,5,奈良県,郊外地区,施設,100,随意契約,,
AWD-2024-01697,TND-2024-01697,名古屋簡裁別館庁舎外１庁外構改修工事,株式会社日誠,19685000,2024-08-05,7,大阪府,住吉区,庁舎,100,指名競争入札,,
AWD-2024-01698,TND-2024-01698,令和７年度大阪空港事務所庁舎等清掃業務,有限会社スマイルクリーン,5200000,2025-03-11,20,大阪府,中央区,庁舎,100,総合評価方式,68.4,42.7
AWD-2024-01699,TND-2024-01699,中央合同庁舎第４号館自動火災報知設備整備,株式会社ミライト・ワン,80000000,2024-12-05,17,青森県,西部地区,庁舎,225,総合評価方式,90.0,47.4
AWD-2024-01700,TND-2024-01700,【磐城森林管理署】勿来地区砕石等単価契約,瀬戸砕石株式会社,3585000,2024-05-14,9,神奈川県,川崎市中原区,施設,100,指名競争入札,,
AWD-2024-01701,TND-2024-01701,令和6年度仙台第4合同庁舎電気・機械設備運転保守業務請負契約,前田建設工業株式会社,8030000,2024-04-01,8,大阪府,生野区,庁舎,100,総合評価方式,87.6,72.4
AWD-2024-01702,TND-2024-01702,いわき自動車検査登録事務所屋根防水改修工事,株式会社木元装建,10300000,2024-05-15,9,三重県,郊外地区,施設,100,総合評価方式,94.5,54.1
AWD-2024-01703,TND-2024-01703,令和６年度　那賀川河川事務所庁舎外清掃業務,錢高組株式会社,1272000,2024-04-01,22,千葉県,千葉市中央区,庁舎,100,総合評価方式,86.0,88.6
AWD-2024-01704,TND-2024-01704,東北森林管理局　入札番号第３号　令和６年度物品購入（プリンター外）,株式会社アスキス,722924,2024-08-22,19,大阪府,淀川区,施設,100,一般競争入札,,
AWD-2024-01705,TND-2024-01705,多目的講堂移動間仕切補修,ニチベイサービス株式会社,2500000,2024-09-03,20,神奈川県,横浜市中区,施設,100,一般競争入札,,
AWD-2024-01706,TND-2024-01706,北海道財務局本局(札幌第1合同庁舎)専用部照明器具LED化工事,エア・ウォーター産業・医療ガス株式会社,19000000,2024-11-11,22,北海道,南部地区,庁舎,100,総合評価方式,82.1,59.9
AWD-2024-01707,TND-2024-01707,令和６年度大保ダム曝気設備点検整備業務,鉄建建設株式会社,67200000,2024-07-17,16,宮崎県,東部地区,施設,200,随意契約,,
AWD-2024-01708,TND-2024-01708,令和６年度経済産業省総合庁舎監視カメラシステム修繕工事,ＮＥＣネッツエスアイ株式会社,8088000,2024-09-27,4,広島県,東部地区,庁舎,100,総合評価方式,84.7,89.7
AWD-2024-01709,TND-2024-01709,大阪合同庁舎第2・4号館入退館管理システムカードリーダ更改業務,三井住友建設株式会社,16200000,2024-07-12,5,大阪府,東淀川区,庁舎,100,随意契約,,
AWD-2024-01710,TND-2024-01710,福岡空港事務所新庁舎移動式書庫設置その他作業,東亜建設工業株式会社,44000000,2024-08-08,7,福岡県,久留米市,庁舎,107,一般競争入札,,
AWD-2024-01711,TND-2024-01711,自動車運送事業の事故防止に係る運行管理等の高度化に向けた総合的対策事業【業務委託】,東洋建設株式会社,133000000,2025-03-19,7,神奈川県,横浜市南区,施設,303,総合評価方式,70.6,59.4
AWD-2024-01712,TND-2024-01712,那覇港湾合同庁舎共用面清掃業務,株式会社クリード沖縄,3150000,2024-08-27,21,神奈川県,横浜市中区,庁舎,100,指名競争入札,,
AWD-2024-01713,TND-2024-01713,令和7年度福島労働局管内ハローワーク駐車場管理業務請負,奥村組株式会社,21870360,2025-02-18,21,福島県,南部地区,施設,100,指名競争入札,,
AWD-2024-01714,TND-2024-01714,令和７年度　庁舎等清掃業務（浜松）,新栄ビルサービス株式会社,5900000,2025-03-25,14,千葉県,柏市,庁舎,100,一般競争入札,,
AWD-2024-01715,TND-2024-01715,防衛情報通信基盤通信電子機器（海賊対処用）の整備等役務,富士通株式会社,10040000,2025-01-15,16,愛知県,昭和区,施設,100,一般競争入札,,
AWD-2024-01716,TND-2024-01716,議員会館非常・業務放送設備改修工事,日興電気通信株式会社,22900000,2024-10-04,6,神奈川県,相模原市,公民館,100,随意契約,,
AWD-2024-01717,TND-2024-01717,令和６年度国指定鳥獣保護区管理・利用施設における脱炭素化・長寿命化改修検討等業務,株式会社イーブランド,5000000,2024-06-25,15,福岡県,博多区,施設,100,随意契約,,
AWD-2024-01718,TND-2024-01718,淀川河川事務所庁舎受付等業務,株式会社ＮＳＫ,14857000,2024-04-01,6,神奈川県,横浜市西区,庁舎,100,随意契約,,
AWD-2024-01719,TND-2024-01719,令和７年度　富山丸の内合同庁舎等の塵芥処理業務,クリーン産業株式会社,855000,2025-02-26,15,富山県,西部地区,庁舎,100,随意契約,,
AWD-2024-01720,TND-2024-01720,岩手南部森林管理署　第１号 湯田・湯本合同森林事務所排雪作業外,株式会社小松組,653000,2024-12-18,5,岩手県,郊外地区,施設,100,指名競争入札,,
AWD-2024-01721,TND-2024-01721,令和７年度「こども・若者支援体制整備及び機能向上事業」の運営支援業務,株式会社タスクールＰｌｕｓ,37469995,2025-03-17,15,千葉県,柏市,保育園,108,指名競争入札,,
AWD-2024-01722,TND-2024-01722,国宝高松塚古墳壁画仮設修理施設の空調設備等保守点検整備業務　一式,株式会社精研,9200000,2025-03-12,4,大分県,郊外地区,施設,100,総合評価方式,91.7,87.0
